;name;addr:full;addr:street;addr:housenumber;addr:housename;addr:floor;addr:postcode;addr:city;contact:phone;contact:email;operator;latitude;longitude;amenity;social_facility:for;source;source:date
89;Servei d'informació i atenció a les dones (SIAD) del Montsià;Carrer Jaume I, 2-4;Carrer Jaume I;2-4;;;43870;Amposta;+34 977 707496 ;siad@montsia.cat;Consell Comarcal del Montsià;40,71257;0,58284;social_facility;woman;Generalitat de Catalunya;2018-05-03
90;Servei d'informació i atenció a les dones (SIAD) de Cambrils;Plaça de l'Ajuntament, 4;Plaça de l'Ajuntament;4;;;43850;Cambrils;+34 977 794579 (ext 4311/2226);siad@cambrils.org;Ajuntament de Cambrils;41,07132;1,05809;social_facility;woman;Generalitat de Catalunya;2018-05-03
91;Servei d'informació i atenció a les dones (SIAD) de la Cerdanya;Carrer d'Alfons I, 50-52, baixos;Carrer d'Alfons I;50-52;;Baixos;17520;Puigcerdà;+34 972 141313 ;siad@cerdanya.org;Consell Comarcal de la Cerdanya;42,43382;1,9293;social_facility;woman;Generalitat de Catalunya;2018-05-03
92;Servei d'informació i atenció a les dones (SIAD) de Barcelona - Sant Martí;Gran Via Corts Catalanes, 837;Gran Via Corts Catalanes;837;;;08018;Barcelona;+34 933 077260 ;piad_santmarti@bcn.cat;Ajuntament de Barcelona;41,40523;2,18821;social_facility;woman;Generalitat de Catalunya;2018-05-03
93;Servei d'informació i atenció a les dones (SIAD) del Baix Penedès;Plaça Pep Jai, 2, baixos;Plaça Pep Jai;2;;Baixos;43700;El Vendrell;+34 977 157177 ;ssespecialitzats@baixpenedes.cat;Consell Comarcal del Baix Penedès;41,22292;1,53482;social_facility;woman;Generalitat de Catalunya;2018-05-03
94;Servei d'informació i atenció a les dones (SIAD) del Garraf;Plaça de Beatriu de Claramunt, 5-8;Plaça de Beatriu de Claramunt;5-8;;;08800;Vilanova i la Geltrú;+34 938 100410 ;siad@ccgarraf.cat;Consell Comarcal del Garraf;41,22305;1,71411;social_facility;woman;Generalitat de Catalunya;2018-05-03
95;Oficina d'informació de l'Institut Català de les Dones a Tarragona;Carrer de Sant Francesc, 3;Carrer de Sant Francesc;3;;;43003;Tarragona;+34 977 241304 ;icd.tarragona@gencat.cat;Generalitat de Catalunya;41,116657;1,253299;social_facility;woman;Generalitat de Catalunya;2018-05-03
96;Servei d'informació i atenció a les dones (SIAD) de Lleida;Plaça dels Fanalets de Sant Jaume, s/n;Plaça dels Fanalets de Sant Jaume;s/n;;;25002;Lleida;+34 973 700461 ;politiquesigualtat@paeria.cat;Ajuntament de Lleida;41,61399;0,62376;social_facility;woman;Generalitat de Catalunya;2018-05-03
97;Servei d'informació i atenció a les dones (SIAD) de Terrassa;Carrer Nou de Sant Pere, 36;Carrer Nou de Sant Pere;36;;;08221;Terrassa;+34 937 397408 ;polgenere@terrassa.cat;Ajuntament de Terrassa;41,56537;2,01374;social_facility;woman;Generalitat de Catalunya;2018-05-03
98;Servei d'informació i atenció a les dones (SIAD) de Salou;Carrer de l'Ebre, 11;Carrer de l'Ebre;11;;;43840;Salou;+34 977 309206 ;siadones@salou.cat;Ajuntament de Salou;41,08105;1,13316;social_facility;woman;Generalitat de Catalunya;2018-05-03
99;Servei d'informació i atenció a les dones (SIAD) de Girona;Carrer Joan Reglà, 16, baixos;Carrer Joan Reglà;16;;Baixos;17003;Girona;+34 972 222478 ;siad@ajgirona.org;Ajuntament de Girona;41,97125;2,8229;social_facility;woman;Generalitat de Catalunya;2018-05-03
100;Servei d'informació i atenció a les dones (SIAD) de Mataró;Carrer Tres Roques, 21;Carrer Tres Roques;21;;;08304;Mataró;+34 937 022812 ;dona@ajmataro.cat;Ajuntament de Mataró;41,54332;2,42807;social_facility;woman;Generalitat de Catalunya;2018-05-03
101;Servei d'informació i atenció a les dones (SIAD) de Barcelona - Horta-Guinardó;Carrer Arenys, 75;Carrer Arenys;75;;;08035;Barcelona;+34 934 200008 ;piad_horta@bcn.cat;Ajuntament de Barcelona;41,42253;2,14464;social_facility;woman;Generalitat de Catalunya;2018-05-03
102;Servei d'informació i atenció a les dones (SIAD) de Sant Feliu de Llobregat;Plaça Lluís Companys, 1;Plaça Lluís Companys;1;;;08980;Sant Feliu de Llobregat;+34 936 858002 ;castellotecr@santfeliu.cat;Ajuntament de Sant Feliu de Llobregat;41,3814611;2,045367;social_facility;woman;Generalitat de Catalunya;2018-05-03
103;Servei d'informació i atenció a les dones (SIAD) del Pallars Sobirà;Carrer del Mig, 9;Carrer del Mig;9;;;25560;Sort;+34 973 620107 ;siad@pallarssobira.cat;Consell Comarcal del Pallars Sobirà;42,41179;1,13031;social_facility;woman;Generalitat de Catalunya;2018-05-03
104;Servei d'informació i atenció a les dones (SIAD) de Premià de Mar;Carrer Joan XXIII, 2-8 (antiga Fàbrica del Gas);Carrer Joan XXIII;2-8;antiga Fàbrica del Gas;;08330;Premià de Mar;+34 937 417404 ;servaispe@premiademar.cat;Ajuntament de Premià de Mar;41,48842;2,35276;social_facility;woman;Generalitat de Catalunya;2018-05-03
105;Servei d'informació i atenció a les dones (SIAD) de Barcelona - Sants-Montjuïc;Carrer de Sants, 79 - 81;Carrer de Sants;79-81;;;08014;Barcelona;+34 932 918731 ;piad_santsmontjuic@bcn.cat;Ajuntament de Barcelona;41,37527;2,13689;social_facility;woman;Generalitat de Catalunya;2018-05-03
106;Servei d'informació i atenció a les dones (SIAD) de Sant Andreu de la Barca;Plaça de l'Ajuntament, 1, 2a planta;Plaça de l'Ajuntament;1;;2;08740;Sant Andreu de la Barca;+34 936 356402 ;siad@sabarca.cat;Ajuntament de Sant Andreu de la Barca;41,45004;1,9712;social_facility;woman;Generalitat de Catalunya;2018-05-03
107;Servei d'informació i atenció a les dones (SIAD) de Blanes;Plaça d'Argentina, 5;Plaça d'Argentina;5;;;17300;Blanes;+34 972 336207 ;adones@blanes.cat;Ajuntament de Blanes;41,66767;2,78433;social_facility;woman;Generalitat de Catalunya;2018-05-03
108;Servei d'informació i atenció a les dones (SIAD) de Sabadell;Carrer Vidal, 146;Carrer Vidal;146;;;08208;Sabadell;+34 937 246167 ;genere@ajsabadell.cat;Ajuntament de Sabadell;41,55398;2,11259;social_facility;woman;Generalitat de Catalunya;2018-05-03
109;Servei d'informació i atenció a les dones (SIAD) de Gavà;Carrer Generalitat, 7;Carrer Generalitat;7;;;08850;Gavà;+34 932 639222 ;siad@gava.cat;Ajuntament de Gavà;41,30328;2,00458;social_facility;woman;Generalitat de Catalunya;2018-05-03
110;Servei d'informació i atenció a les dones (SIAD) de Manresa;Carrer de la Canal, 6, 1r;Carrer de la Canal;6;;1;08241;Manresa;+34 938 752310 ;siad@ajmanresa.cat;Ajuntament de Manresa;41,72423;1,82557;social_facility;woman;Generalitat de Catalunya;2018-05-03
111;Servei d'informació i atenció a les dones (SIAD) de Mollet del Vallès;Carrer Àngel Guimerà, 15;Carrer Àngel Guimerà;15;;;08100;Mollet del Vallès;+34 935 707747 ;SIAD@molletvalles.cat;Ajuntament de Mollet del Vallès;41,53504;2,21542;social_facility;woman;Generalitat de Catalunya;2018-05-03
112;Servei d'informació i atenció a les dones (SIAD) de la Ribera d'Ebre;Plaça Sant Roc, 2;Plaça Sant Roc;2;;;43740;Móra d'Ebre;+34 977 401851 ;acciosocial@riberaebre.org;Consell Comarcal de la Ribera d'Ebre;41,09136;0,6432;social_facility;woman;Generalitat de Catalunya;2018-05-03
113;Servei d'informació i atenció a les dones (SIAD) de l'Urgell;Carrer d'Agoders, 16;Carrer d'Agoders;16;;;25300;Tàrrega;+34 973 500707 ;siad@urgell.cat;Consell Comarcal de l'Urgell;41,64676;1,14045;social_facility;woman;Generalitat de Catalunya;2018-05-03
114;Servei d'informació i atenció a les dones (SIAD) de Reus;Plaça de la Patacada, 9;Plaça de la Patacada;9;;;43201;Reus;+34 977 010672 ;siad@reus.cat;Ajuntament de Reus;41,1545;1,10501;social_facility;woman;Generalitat de Catalunya;2018-05-03
115;Servei d'informació i atenció a les dones (SIAD) de Lliça d'Amunt;Carrer Rafael de Casanova, 8, 1r;Carrer Rafael de Casanova;8;;1;08186;Lliça d'Amunt;+34 938 607220 ;lemapd@llicamunt.cat;Ajuntament de Lliça d'Amunt;41,60746;2,24022;social_facility;woman;Generalitat de Catalunya;2018-05-03
116;Servei d'informació i atenció a les dones (SIAD) de Cerdanyola del Vallès;Carrer Belles Arts, 19;Carrer Belles Arts;19;;;08290;Cerdanyola del Vallès;+34 935 921647 ;dones@cerdanyola.cat;Ajuntament de Cerdanyola del Vallès;41,48765;2,13778;social_facility;woman;Generalitat de Catalunya;2018-05-03
117;Servei d'informació i atenció a les dones (SIAD) de Sant Sadurní d'Anoia;Plaça Germans Segura Viudas, s/n (Centre Vilarnau);Plaça Germans Segura Viudas;s/n;Centre Vilarnau;;08770;Sant Sadurní d'Anoia;+34 938 914309 ;centrevilarnau@santsadurni.cat;Ajuntament de Sant Sadurní d'Anoia;41,42744;1,79219;social_facility;woman;Generalitat de Catalunya;2018-05-03
118;Servei d'informació i atenció a les dones (SIAD) del Tarragonès;Carrer de les Coques, 3;Carrer de les Coques;3;;;43003;Tarragona;+34 977 244506 ;siad@tarragones.cat;Consell Comarcal del Tarragonès;41,11886;1,25868;social_facility;woman;Generalitat de Catalunya;2018-05-03
119;Servei d'informació i atenció a les dones (SIAD) de Badia del Vallès;Carrer La Manxa, s/n (Casal dels Infants);Carrer La Manxa;s/n;Casal dels Infants;;08214;Badia del Vallès;+34 937 294651 ;cirdbadia@gmail.com;Ajuntament de Badia del Vallès;41,5072;2,11527;social_facility;woman;Generalitat de Catalunya;2018-05-03
120;Servei d'informació i atenció a les dones (SIAD) de Cornellà de Llobregat;Carrer Mn. Jacint Verdaguer, 16-18;Carrer Mn. Jacint Verdaguer;16-18;;;08940;Cornellà de Llobregat;+34 934 742841 ;ladona@aj-cornella.cat;Ajuntament de Cornellà de Llobregat;41,35421;2,07088;social_facility;woman;Generalitat de Catalunya;2018-05-03
121;Servei d'informació i atenció a les dones SIAD vicDones - SIAD Osona;Carrer Llotja, 1, 2n (Edifici del Sucre);Carrer Llotja;1;Edifici del Sucre;2;08500;Vic;+34 937 027284 ;vicdones-siadosona@vic.cat;Ajuntament de Vic/Consell Comarcal d'Osona;41,92758;2,24683;social_facility;woman;Generalitat de Catalunya;2018-05-03
122;Servei d'informació i atenció a les dones (SIAD) de Sant Feliu de Guíxols;Plaça Salvador Espriu, s/n;Plaça Salvador Espriu;s/n;;;17220;Sant Feliu de Guíxols;+34 972 820101 ;igualtat@guixols.cat;Ajuntament de Sant Feliu de Guíxols;41,7921;3,02467;social_facility;woman;Generalitat de Catalunya;2018-05-03
123;Servei d'informació i atenció a les dones (SIAD) de Badalona;Carrer Baldomer Solà, 13-15;Carrer Baldomer Solà;13-15;;;08912;Badalona;+34 934 832968 ;siad@badalona.cat;Ajuntament de Badalona;41,44709;2,23967;social_facility;woman;Generalitat de Catalunya;2018-05-03
124;Servei d'informació i atenció a les dones (SIAD) de la Noguera;Passeig d'Àngel Guimerà, 28-30;Passeig d'Àngel Guimerà;28-30;;;25600;Balaguer;+34 973 448933 ;siad@ccnoguera.cat;Consell Comarcal de la Noguera;41,78568;0,80434;social_facility;woman;Generalitat de Catalunya;2018-05-03
125;Servei d'informació i atenció a les dones (SIAD) del Vallès Occidental;Carretera Nacional - 150, km. 15 (Edifici Consell Comarcal);Carretera Nacional - 150;;Edifici Consell Comarcal;;08227;Terrassa;+34 937 273534 ;ja@ccvoc.cat;Consell Comarcal del Vallès Occidental;41,55396;2,05352;social_facility;woman;Generalitat de Catalunya;2018-05-03
126;Servei d'informació i atenció a les dones (SIAD) de Rubí;Rambleta Joan Miró, s/n;Rambleta Joan Miró;s/n;;;08191;Rubí;+34 935 813900 ;dona@ajrubi.es;Ajuntament de Rubí;41,48573;2,03048;social_facility;woman;Generalitat de Catalunya;2018-05-03
127;Servei d'informació i atenció a les dones (SIAD) del Maresme;Plaça Miquel Biada, 1;Plaça Miquel Biada;1;;;08301;Mataró;+34 937 411622 ;siadmaresme@ccmaresme.cat;Consell Comarcal del Maresme;41,5333251;2,4448298;social_facility;woman;Generalitat de Catalunya;2018-05-03
128;Servei d'informació i atenció a les dones (SIAD) de Sant Joan Despí;Avinguda Barcelona, 41;Avinguda Barcelona;41;;;08970;Sant Joan Despí;+34 934 770051 ;donesdespi@sjdespi.net;Ajuntament de Sant Joan Despí;41,36841;2,06304;social_facility;woman;Generalitat de Catalunya;2018-05-03
129;Servei d'informació i atenció a les dones (SIAD) del Vendrell;Carrer Quarter, 4;Carrer Quarter;4;;;43700;El Vendrell;+34 977 181066 ;pcandalija@elvendrell.net;Ajuntament del Vendrell;41,21687;1,53399;social_facility;woman;Generalitat de Catalunya;2018-05-03
130;Oficina d'informació de l'Institut Català de les Dones a Lleida;Carrer de Lluís Companys, 1, entresòl;Carrer de Lluís Companys;1;;Entresòl;25003;Lleida;+34 973 703658 ;icd.lleida@gencat.cat;Generalitat de Catalunya;41,611962;0,619348;social_facility;woman;Generalitat de Catalunya;2018-05-03
131;Servei d'informació i atenció a les dones (SIAD) del Ripollès;Carrer Progrés, 22;Carrer Progrés;22;;;17500;Ripoll;+34 972 715839 ;dones@ripolles.cat;Consell Comarcal del Ripollès;42,19772;2,19435;social_facility;woman;Generalitat de Catalunya;2018-05-03
132;Servei d'informació i atenció a les dones (SIAD) del Berguedà;Carrer Voltes de Claris, 12;Carrer Voltes de Claris;12;;;08600;Berga;+34 938 213553 ;igualtat@ccbergueda.cat;Consell Comarcal del Berguedà;42,10439;1,84699;social_facility;woman;Generalitat de Catalunya;2018-05-03
133;Servei d'informació i atenció a les dones (SIAD) de Sort;Carrer del doctor Carles Pol i Aleu, 5;Carrer del doctor Carles Pol i Aleu;5;;;25560;Sort;+34 973 620999 ;casaxorret@sort.cat;Ajuntament de Sort;42,41256;1,13153;social_facility;woman;Generalitat de Catalunya;2018-05-03
134;Servei d'informació i atenció a les dones (SIAD) de Montornès del Vallès;Carrer Hermanas de la Virgen Niña, 2;Carrer Hermanas de la Virgen Niña;2;;;08170;Montornès del Vallès;+34 935 688127 ;igualtat@montornes.cat;Ajuntament de Montornès del vallès;41,55315;2,26548;social_facility;woman;Generalitat de Catalunya;2018-05-03
