"","name","tipus_de_via","adre_a","addr:postcode","addr:city","contact:phone","contact:email","operator","latitude","longitude","amenity","social_facility:for","source","source:date"
"102","Servei d'informació i atenció a les dones (SIAD) de Sant Feliu de Llobregat","Plaça","Lluís Companys, 1",8980,"Sant Feliu de Llobregat","936858002","castellotecr@santfeliu.cat","Ajuntament de Sant Feliu de Llobregat",41.37066,2.05612,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"103","Servei d'informació i atenció a les dones (SIAD) del Pallars Sobirà","Carrer","del Mig, 9",25560,"Sort","973620107","siad@pallarssobira.cat","Consell Comarcal del Pallars Sobirà",42.41179,1.13031,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"104","Servei d'informació i atenció a les dones (SIAD) de Premià de Mar","Carrer","Joan XXIII, 2-8 (antiga Fàbrica del Gas)",8330,"Premià de Mar","937417404","servaispe@premiademar.cat","Ajuntament de Premià de Mar",41.48842,2.35276,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"105","Servei d'informació i atenció a les dones (SIAD) de Barcelona - Sants-Montjuïc","Carrer","de Sants, 79 - 81",8014,"Barcelona","932918731","piad_santsmontjuic@bcn.cat","Ajuntament de Barcelona",41.37527,2.13689,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"106","Servei d'informació i atenció a les dones (SIAD) de Sant Andreu de la Barca","Plaça","de l'Ajuntament, 1, 2a planta",8740,"Sant Andreu de la Barca","936356402","siad@sabarca.cat","Ajuntament de Sant Andreu de la Barca",41.45004,1.9712,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"107","Servei d'informació i atenció a les dones (SIAD) de Blanes","Plaça","d'Argentina, 5",17300,"Blanes","972336207","adones@blanes.cat","Ajuntament de Blanes",41.66767,2.78433,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"108","Servei d'informació i atenció a les dones (SIAD) de Sabadell","Carrer","Vidal, 146",8208,"Sabadell","937246167","genere@ajsabadell.cat","Ajuntament de Sabadell",41.55398,2.11259,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"109","Servei d'informació i atenció a les dones (SIAD) de Gavà","Carrer","Generalitat, 7",8850,"Gavà","932639222","siad@gava.cat","Ajuntament de Gavà",41.30328,2.00458,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"110","Servei d'informació i atenció a les dones (SIAD) de Manresa","Carrer","de la Canal, 6, 1r",8241,"Manresa","938752310","siad@ajmanresa.cat","Ajuntament de Manresa",41.72423,1.82557,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"111","Servei d'informació i atenció a les dones (SIAD) de Mollet del Vallès","Carrer","Àngel Guimerà, 15",8100,"Mollet del Vallès","935707747","SIAD@molletvalles.cat","Ajuntament de Mollet del Vallès",41.53504,2.21542,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"112","Servei d'informació i atenció a les dones (SIAD) de la Ribera d'Ebre","Plaça","Sant Roc, 2",43740,"Móra d'Ebre","977401851","acciosocial@riberaebre.org","Consell Comarcal de la Ribera d'Ebre",41.09136,0.6432,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"113","Servei d'informació i atenció a les dones (SIAD) de l'Urgell","Carrer","d'Agoders, 16",25300,"Tàrrega","973500707","siad@urgell.cat","Consell Comarcal de l'Urgell",41.64676,1.14045,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"114","Servei d'informació i atenció a les dones (SIAD) de Reus","Plaça","de la Patacada, 9",43201,"Reus","977010672","siad@reus.cat","Ajuntament de Reus",41.1545,1.10501,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"115","Servei d'informació i atenció a les dones (SIAD) de Lliça d'Amunt","Carrer","Rafael de Casanova, 8, 1r",8186,"Lliça d'Amunt","938607220","lemapd@llicamunt.cat","Ajuntament de Lliça d'Amunt",41.60746,2.24022,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"116","Servei d'informació i atenció a les dones (SIAD) de Cerdanyola del Vallès","Carrer","Belles Arts, 19",8290,"Cerdanyola del Vallès","935921647","dones@cerdanyola.cat","Ajuntament de Cerdanyola del Vallès",41.48765,2.13778,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"117","Servei d'informació i atenció a les dones (SIAD) de Sant Sadurní d'Anoia","Plaça","Germans Segura Viudas, s/n (Centre Vilarnau)",8770,"Sant Sadurní d'Anoia","938914309","centrevilarnau@santsadurni.cat","Ajuntament de Sant Sadurní d'Anoia",41.42744,1.79219,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"118","Servei d'informació i atenció a les dones (SIAD) del Tarragonès","Carrer","de les Coques, 3",43003,"Tarragona","977244506","siad@tarragones.cat","Consell Comarcal del Tarragonès",41.11886,1.25868,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"119","Servei d'informació i atenció a les dones (SIAD) de Badia del Vallès","Carrer","La Manxa, s/n (Casal dels Infants)",8214,"Badia del Vallès","937294651","cirdbadia@gmail.com","Ajuntament de Badia del Vallès",41.5072,2.11527,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"120","Servei d'informació i atenció a les dones (SIAD) de Cornellà de Llobregat","Carrer","Mn. Jacint Verdaguer, 16-18",8940,"Cornellà de Llobregat","934742841","ladona@aj-cornella.cat","Ajuntament de Cornellà de Llobregat",41.35421,2.07088,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"121","Servei d'informació i atenció a les dones SIAD vicDones - SIAD Osona","Carrer","Llotja, 1, 2n (Edifici del Sucre)",8500,"Vic","937027284","vicdones-siadosona@vic.cat","Ajuntament de Vic/Consell Comarcal d'Osona",41.92758,2.24683,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"122","Servei d'informació i atenció a les dones (SIAD) de Sant Feliu de Guíxols","Plaça","Salvador Espriu, s/n",17220,"Sant Feliu de Guíxols","972820101","igualtat@guixols.cat","Ajuntament de Sant Feliu de Guíxols",41.7921,3.02467,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"123","Servei d'informació i atenció a les dones (SIAD) de Badalona","Carrer","Baldomer Solà, 13-15",8912,"Badalona","934832968","siad@badalona.cat","Ajuntament de Badalona",41.44709,2.23967,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"124","Servei d'informació i atenció a les dones (SIAD) de la Noguera","Passeig","d'Àngel Guimerà, 28-30",25600,"Balaguer","973448933","siad@ccnoguera.cat","Consell Comarcal de la Noguera",41.78568,0.80434,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"125","Servei d'informació i atenció a les dones (SIAD) del Vallès Occidental","Carretera","Nacional - 150, km. 15 (Edifici Consell Comarcal)",8227,"Terrassa","937273534","ja@ccvoc.cat","Consell Comarcal del Vallès Occidental",41.55396,2.05352,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"126","Servei d'informació i atenció a les dones (SIAD) de Rubí","Rambleta","Joan Miró, s/n",8191,"Rubí","935813900","dona@ajrubi.es","Ajuntament de Rubí",41.48573,2.03048,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"127","Servei d'informació i atenció a les dones (SIAD) del Maresme","Plaça","Miquel Biada, 1",8301,"Mataró","937411622","siadmaresme@ccmaresme.cat","Consell Comarcal del Maresme",41.53797,2.43819,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"128","Servei d'informació i atenció a les dones (SIAD) de Sant Joan Despí","Avinguda","Barcelona, 41",8970,"Sant Joan Despí","934770051","donesdespi@sjdespi.net","Ajuntament de Sant Joan Despí",41.36841,2.06304,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"129","Servei d'informació i atenció a les dones (SIAD) del Vendrell","Carrer","Quarter, 4",43700,"El Vendrell","977181066","pcandalija@elvendrell.net","Ajuntament del Vendrell",41.21687,1.53399,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"130","Oficina d'informació de l'Institut Català de les Dones a Lleida","Carrer","de Lluís Companys, 1, entresòl",25003,"Lleida","973703658","icd.lleida@gencat.cat","Generalitat de Catalunya",41.611962,0.619348,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"131","Servei d'informació i atenció a les dones (SIAD) del Ripollès","Carrer","Progrés, 22",17500,"Ripoll","972715839","dones@ripolles.cat","Consell Comarcal del Ripollès",42.19772,2.19435,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"132","Servei d'informació i atenció a les dones (SIAD) del Berguedà","Carrer","Voltes de Claris, 12",8600,"Berga","938213553","igualtat@ccbergueda.cat","Consell Comarcal del Berguedà",42.10439,1.84699,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"133","Servei d'informació i atenció a les dones (SIAD) de Sort","Carrer","del doctor Carles Pol i Aleu, 5",25560,"Sort","973620999","casaxorret@sort.cat","Ajuntament de Sort",42.41256,1.13153,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
"134","Servei d'informació i atenció a les dones (SIAD) de Montornès del Vallès","Carrer","Hermanas de la Virgen Niña, 2",8170,"Montornès del Vallès","935688127","igualtat@montornes.cat","Ajuntament de Montornès del vallès",41.55315,2.26548,"social_facility","woman","Generalitat de Catalunya","2018-05-03"
